Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
101562,51,30304,7108,660,24,No
101563,38,50341,34369,532,48,No
101564,56,24758,41382,333,12,Yes
101565,22,37010,30818,542,48,No
101566,34,147039,15251,358,48,No
101567,33,80758,28341,828,48,No
101568,49,51658,16678,377,48,Yes
101569,32,69002,19367,601,24,No
101570,59,123318,34672,411,60,Yes
101571,22,21375,9332,712,24,Yes
101572,52,119485,17002,616,36,Yes
101573,33,42092,25284,444,48,No
101574,47,20490,20700,317,36,Yes
101575,61,23729,18769,650,24,Yes
101576,37,25974,34318,454,48,Yes
101577,60,138222,29323,805,24,No
101578,51,105216,32610,659,48,Yes
101579,54,103860,11963,631,24,No
101580,44,147288,12838,827,12,No
101581,55,116870,17243,311,60,No
101582,26,41398,32939,374,60,No
101583,39,54650,6845,511,48,No
101584,50,41292,21766,582,12,No
101585,27,121291,41880,494,36,Yes
101586,30,123889,17780,329,12,Yes
101587,61,23159,47856,308,48,Yes
101588,52,118162,6509,608,12,No
101589,54,82766,28957,744,36,No
101590,48,114887,39346,609,48,No
101591,35,122834,22263,725,60,Yes
101592,50,37065,31148,390,12,Yes
101593,57,41638,36533,755,60,Yes
101594,49,21073,47608,743,60,Yes
101595,42,66511,17931,378,24,Yes
101596,24,104307,6359,774,36,No
101597,40,145274,29532,402,12,Yes
101598,52,120997,25344,755,60,No
101599,56,127866,9242,613,60,Yes
101600,24,49320,25601,546,36,No
101601,47,89876,24116,533,60,No
101602,37,54924,40477,534,60,No
101603,32,101720,35782,686,60,No
101604,42,60734,23880,337,60,Yes
101605,37,88116,8499,460,24,Yes
101606,30,60025,36587,761,24,Yes
101607,21,114503,49458,748,48,Yes
101608,42,22159,31020,416,12,No
101609,46,68940,13080,540,36,Yes
101610,38,99436,28207,325,48,Yes
101611,34,96976,38957,597,24,No
101612,49,34678,18908,453,24,No
101613,32,81075,35652,767,24,No
101614,56,67204,35344,348,48,Yes
101615,55,32021,30034,345,24,No
101616,32,26772,30788,584,48,No
101617,27,87163,17751,381,24,Yes
101618,49,129968,38793,343,60,No
101619,31,93755,37839,572,60,No
101620,53,43464,43314,693,12,Yes
101621,26,71137,40453,357,24,Yes
101622,35,50232,14385,300,12,Yes
101623,52,81497,23232,515,48,Yes
101624,31,128017,48344,616,12,No
101625,43,94024,39790,527,24,Yes
101626,46,120485,20831,772,48,No
101627,54,129898,25125,783,48,No
101628,54,71448,22682,586,60,No
101629,49,125468,41870,810,48,Yes
101630,24,104517,22288,757,48,No
101631,37,20901,40794,394,12,Yes
101632,55,107980,44477,792,48,Yes
101633,33,127594,29405,449,36,Yes
101634,61,103597,43737,322,60,No
101635,59,22881,7620,514,60,No
101636,35,49863,40414,698,48,No
101637,49,131362,42633,709,12,Yes
101638,49,25622,40057,430,60,No
101639,31,142740,45138,447,60,No
101640,52,21378,18854,680,36,Yes
101641,22,103168,14677,408,48,No
101642,34,113847,49111,420,60,Yes
101643,40,91186,29074,594,60,No
101644,42,65201,22824,419,60,No
101645,31,140767,5765,755,60,No
101646,47,127760,36615,829,12,Yes
101647,23,79251,41860,468,24,Yes
101648,37,92572,17975,442,36,No
101649,64,59255,14341,336,12,No
101650,48,83212,33141,560,36,No
101651,49,70210,17334,530,60,Yes
101652,41,145629,20835,553,36,No
101653,36,136736,31548,628,48,No
101654,57,42499,40434,596,48,Yes
101655,40,122552,30039,309,24,Yes
101656,26,71628,37530,745,24,Yes
101657,39,81360,43736,529,36,No
101658,25,24603,45409,835,12,No
101659,23,113309,23565,377,12,Yes
101660,21,147466,14834,724,60,No
101661,58,105473,41656,492,12,No
101662,35,32632,5840,700,24,No
101663,54,50607,18873,408,12,No
101664,55,111873,36568,562,60,No
101665,45,85756,15846,628,48,Yes
101666,44,66994,10899,662,12,No
101667,32,83382,25502,677,12,Yes
101668,38,90354,5565,640,24,No
101669,35,76344,43773,558,36,Yes
101670,64,73775,46924,634,48,No
101671,36,27349,48242,384,36,Yes
101672,47,91154,14187,821,60,No
101673,28,47464,12226,607,60,No
101674,45,62624,47147,561,36,Yes
101675,37,141897,43658,751,24,No
101676,49,146866,9311,550,24,Yes
101677,28,57344,49214,623,24,No
101678,35,145857,46616,528,48,Yes
101679,47,103791,30689,596,60,No
101680,27,44299,11083,536,60,No
101681,23,67975,17598,516,60,No
101682,49,21462,21940,545,48,No
101683,64,140209,31880,747,60,No
101684,44,101441,7580,618,36,Yes
101685,23,110456,47321,731,12,Yes
101686,40,101788,14386,703,48,No
101687,35,126540,24522,336,12,Yes
101688,45,60581,31224,641,36,No
101689,50,120372,19635,688,24,No
101690,34,91289,5671,333,24,Yes
101691,27,125541,38545,338,24,No
101692,37,34175,31855,508,48,No
101693,64,141704,40790,451,24,No
101694,40,26191,19260,664,48,No
101695,56,103434,6074,498,48,Yes
101696,29,104518,47676,378,12,Yes
101697,58,100158,14475,776,24,No
101698,42,86537,17878,733,60,No
101699,22,135721,20120,331,24,Yes
101700,44,67645,28147,386,24,Yes
101701,28,128536,6986,692,24,No
101702,31,43283,48593,543,60,Yes
101703,33,143153,37430,531,60,Yes
101704,37,106971,46961,491,48,Yes
101705,28,112759,22430,839,60,No
101706,41,79123,7176,569,48,No
101707,38,122780,23722,376,12,Yes
101708,50,50024,47815,466,48,Yes
101709,38,69630,23617,583,24,No
101710,51,50734,32115,388,36,No
101711,58,20515,42376,843,36,No
101712,52,130782,16906,455,24,No
101713,31,86727,45002,549,48,No
101714,45,117800,11610,394,24,Yes
101715,53,129164,48292,316,60,Yes
101716,58,66216,18411,416,48,No
101717,61,91833,14180,632,24,No
101718,28,78755,15073,821,60,No
101719,31,47856,42251,379,60,Yes
101720,42,134959,35960,731,48,No
101721,44,93870,10901,502,12,Yes
101722,61,44162,43897,415,12,Yes
101723,37,26008,48183,519,60,Yes
101724,32,27987,9482,552,12,No
101725,52,82532,47454,468,60,Yes
101726,35,116502,30428,615,12,Yes
101727,36,23332,12400,671,60,No
101728,42,86323,44574,455,60,Yes
101729,48,58990,48284,312,60,Yes
101730,40,29873,12396,807,60,No
101731,53,102542,12338,764,36,No
101732,30,105761,47718,519,12,Yes
101733,60,56444,17500,314,60,No
101734,52,55340,16545,416,24,Yes
101735,53,125219,10241,630,48,Yes
101736,22,25033,28778,355,24,No
101737,53,93324,27821,650,24,No
101738,53,35689,9695,431,36,Yes
101739,61,129756,16530,525,12,No
101740,33,107134,19318,607,36,No
101741,50,123016,27331,774,12,No
101742,53,115239,31355,521,60,Yes
101743,33,20066,16324,472,36,No
101744,46,134159,33149,639,48,Yes
101745,42,65246,8218,805,12,No
101746,59,27533,25141,456,36,Yes
101747,22,100639,41784,450,48,No
101748,58,90152,7837,477,24,No
101749,59,131581,44802,832,60,No
101750,46,135828,45077,411,60,Yes
101751,35,79658,19379,437,24,No
101752,54,58498,9239,532,36,No
101753,62,129028,49896,631,24,Yes
101754,64,31772,25812,841,48,No
101755,60,109385,34669,606,12,Yes
101756,31,69036,14611,460,36,No
101757,23,78531,9150,701,12,Yes
101758,26,139159,16109,577,24,No
101759,29,32940,39214,619,60,No
101760,26,138027,31016,832,12,No
101761,29,36932,16936,796,12,No
101762,59,115305,16036,662,60,No
101763,51,76827,44236,671,12,Yes
101764,52,81431,19021,335,12,No
101765,61,44648,41943,602,60,No
101766,32,132947,42848,737,60,Yes
101767,28,52966,20471,331,24,Yes
101768,28,47777,28244,485,24,No
101769,48,144661,43985,473,12,Yes
101770,40,52567,43440,549,36,Yes
101771,27,135259,6502,578,24,No
101772,31,37174,39178,301,24,Yes
101773,40,62598,8770,493,36,No
101774,36,144711,47865,465,36,No
101775,24,79199,9001,409,60,No
101776,26,33798,25946,679,24,No
101777,42,85364,5598,584,48,No
101778,46,37558,35316,720,48,No
101779,23,81084,30567,412,12,Yes
101780,61,64237,31508,527,24,No
101781,62,85497,48744,770,48,Yes
101782,34,20178,44159,827,24,Yes
101783,31,136932,35276,795,24,No
101784,38,106006,28671,330,48,Yes
101785,32,37118,21450,461,24,No
101786,43,42616,19908,677,36,No
101787,32,20798,49358,745,12,No
101788,33,27601,40518,726,60,Yes
101789,45,45363,36212,803,48,No
101790,39,22795,47684,826,60,Yes
101791,56,117462,11806,831,12,No
101792,28,65264,44197,819,36,No
101793,49,122892,45891,333,36,Yes
101794,52,92833,23015,789,36,No
101795,64,149688,44220,722,36,No
101796,38,23084,22158,767,48,No
101797,26,115865,20456,323,48,No
101798,38,96646,32588,515,24,Yes
101799,39,20731,27491,354,24,No
101800,42,21129,29188,325,12,Yes
101801,57,48022,32079,580,24,Yes
101802,52,21605,9019,626,12,No
101803,61,97506,17419,485,12,Yes
101804,23,129241,38697,794,12,No
101805,48,64130,24396,311,36,Yes
101806,30,49265,44032,733,60,No
101807,55,52330,34892,507,60,No
101808,49,88469,12973,432,48,No
101809,35,35187,47465,638,12,Yes
101810,53,45791,26113,495,36,Yes
101811,27,110436,16136,561,24,Yes
101812,32,90610,24203,581,24,Yes
101813,50,132341,36285,668,48,No
101814,41,111962,28039,402,48,Yes
101815,51,59867,6184,482,12,No
101816,44,136178,27727,722,12,Yes
101817,40,20893,21911,308,24,Yes
101818,57,119694,5916,543,24,No
101819,24,39773,8574,692,24,No
101820,48,24239,41087,826,24,No
101821,64,40863,22790,336,60,Yes
101822,40,71415,22625,477,12,No
101823,44,88968,10206,371,12,No
101824,52,120675,24517,651,24,No
101825,61,80430,42696,448,36,Yes
101826,56,139000,21105,404,24,No
101827,54,21515,40656,520,48,Yes
101828,56,117206,7690,673,36,No
101829,22,134210,41859,817,48,No
101830,35,124630,5690,559,36,No
101831,54,34605,30103,598,48,No
101832,56,76240,39263,341,24,Yes
101833,26,25586,16085,791,24,No
101834,59,121221,30825,738,36,No
101835,62,140419,15720,346,48,Yes
101836,32,142374,43641,384,60,No
101837,23,134205,42271,357,36,No
101838,38,51186,16720,508,36,No
101839,60,46928,5897,547,12,No
101840,41,118264,22094,510,36,Yes
101841,35,103087,41463,338,60,No
101842,53,142990,40454,551,24,No
101843,55,107029,28572,712,48,No
101844,46,40711,43546,745,12,No
101845,28,74962,20150,351,48,Yes
101846,56,40039,21799,673,24,No
101847,50,56561,14663,825,36,Yes
101848,43,95483,41948,455,60,Yes
101849,62,117871,42030,841,12,Yes
101850,64,101395,32007,389,60,No
101851,34,108658,40283,650,60,Yes
101852,34,21577,30671,368,60,Yes
101853,22,127792,30385,462,60,No
101854,57,48350,16236,541,24,No
101855,25,136908,27024,794,60,No
101856,58,127468,44384,682,60,Yes
101857,61,53798,22376,351,24,No
101858,34,117434,42138,362,48,Yes
101859,59,101417,23157,808,24,Yes
101860,45,30785,24945,591,36,Yes
101861,40,92227,41584,390,24,Yes
101862,22,138680,28017,723,48,Yes
101863,59,81957,6756,664,36,No
101864,26,85431,40141,449,36,Yes
101865,37,37297,7576,570,12,No
101866,45,91894,30467,415,60,Yes
101867,48,136869,41952,815,36,Yes
101868,22,83772,36205,540,36,Yes
101869,55,39581,40165,329,48,No
101870,57,75192,17674,442,36,No
101871,25,21462,48094,625,48,No
101872,21,148848,48314,315,60,Yes
101873,60,84173,27353,410,12,No
101874,32,35511,34849,406,12,Yes
101875,56,96106,9535,678,60,No
101876,43,68665,46936,461,60,Yes
101877,51,64414,22118,582,24,No
101878,31,101010,5632,568,36,No
101879,30,92573,18280,783,36,No
101880,23,113665,19746,372,36,Yes
101881,34,127803,42036,496,48,Yes
101882,36,139682,24285,542,24,Yes
101883,30,33386,23047,558,36,Yes
101884,49,144069,15207,448,48,No
101885,30,74460,10591,689,48,Yes
101886,32,26221,32757,715,12,Yes
101887,50,43474,21226,725,48,No
101888,61,126073,34732,516,60,Yes
101889,21,135375,32206,385,48,Yes
101890,25,132660,25256,515,60,Yes
101891,40,41045,38822,722,60,Yes
101892,28,111319,46340,619,12,Yes
101893,63,136582,48351,417,12,Yes
101894,32,125693,45775,714,48,Yes
101895,21,24922,14784,339,12,No
101896,40,131943,42029,460,12,Yes
101897,48,42706,40157,836,36,No
101898,63,62771,24937,719,48,Yes
101899,57,72335,16219,394,48,Yes
101900,57,118015,14399,741,48,No
101901,32,72949,38312,765,12,Yes
101902,57,90714,32657,587,12,No
101903,64,115558,25047,711,60,No
101904,48,35240,40007,699,24,No
101905,35,111756,15559,827,24,No
101906,26,122272,25157,317,24,Yes
101907,64,22716,40395,435,36,No
101908,40,36574,11618,763,12,No
101909,34,131815,49891,547,60,Yes
101910,22,103255,11780,300,60,No
101911,29,93717,32050,680,24,Yes
101912,57,131299,13015,808,36,No
101913,40,64066,8130,759,36,No
101914,46,135066,33083,804,24,No
101915,49,81826,21480,775,24,No
101916,21,40213,40476,331,12,Yes
101917,55,91916,43165,417,36,Yes
101918,26,86151,16528,483,60,No
101919,57,148518,10914,490,24,Yes
101920,25,137018,42136,373,12,Yes
101921,53,149024,16179,402,60,No
101922,34,70906,25472,719,36,Yes
101923,32,20463,17076,772,24,No
101924,62,51973,29783,413,24,Yes
101925,40,94694,18824,678,12,No
101926,44,40651,9299,612,12,No
101927,63,88694,13118,629,36,Yes
101928,54,40008,15756,638,24,Yes
101929,45,131738,12953,537,12,Yes
101930,49,90474,42552,472,24,Yes
101931,59,58185,20185,378,36,No
101932,51,107924,46792,763,24,No
101933,63,94417,19674,800,60,No
101934,43,145502,49476,584,24,Yes
101935,64,91139,38927,522,48,Yes
101936,58,54980,5386,565,48,No
101937,40,42504,31617,672,36,No
101938,43,74970,12192,532,36,No
101939,36,36766,15745,535,36,No
101940,62,136944,35020,613,60,Yes
101941,28,113922,47678,679,60,No
101942,41,31695,26159,719,24,Yes
101943,21,37796,8409,351,12,No
101944,28,62543,30745,808,48,No
101945,49,34559,34455,504,48,Yes
101946,52,124450,43910,556,48,No
101947,58,53139,43735,484,24,No
101948,25,140494,34166,444,24,No
101949,42,123869,44973,313,36,Yes
101950,54,28802,33072,545,12,Yes
101951,21,93843,17109,486,36,No
101952,46,60205,7484,636,24,No
101953,63,118750,39622,558,60,Yes
101954,30,54159,49399,339,36,Yes
101955,50,31516,7597,717,24,No
101956,38,70492,45597,650,24,Yes
101957,37,49086,45954,308,60,Yes
101958,46,133758,8983,649,60,Yes
101959,28,50480,44452,383,60,Yes
101960,60,72091,48151,832,12,No
101961,32,148023,22040,657,24,Yes
101962,47,130195,49772,677,60,No
101963,28,67766,35554,471,12,Yes
101964,45,58737,32916,324,48,Yes
101965,24,29265,49871,692,48,No
101966,53,134165,31372,402,48,No
101967,21,139501,44080,535,24,Yes
101968,39,138257,45706,709,12,No
101969,51,90990,47722,848,12,No
101970,36,121454,34048,631,48,No
101971,34,111717,24669,831,36,No
101972,25,35386,14777,328,48,Yes
101973,61,124718,41331,842,24,No
101974,46,57425,25968,318,48,Yes
101975,48,141635,42809,447,48,No
101976,22,63254,16292,770,12,No
101977,26,109863,45794,790,48,No
101978,29,138350,18923,582,60,Yes
101979,53,73634,32703,412,60,Yes
101980,61,106717,23657,754,36,Yes
101981,45,67662,8629,629,24,Yes
101982,33,106988,7114,554,24,No
101983,29,123784,39445,698,12,No
101984,33,126337,40862,807,24,No
101985,51,119287,30574,765,36,No
101986,61,107527,37349,706,60,No
101987,31,126847,27257,397,12,Yes
101988,24,95452,40052,589,60,Yes
101989,54,30143,42820,455,36,Yes
101990,58,111391,22973,461,12,No
101991,24,35581,30737,396,48,Yes
101992,58,87443,17047,676,24,Yes
101993,39,49424,27113,749,36,No
101994,26,108844,5694,416,12,No
101995,54,61984,20588,805,60,No
101996,38,61505,25067,488,12,No
101997,33,132061,11704,775,48,No
101998,61,122478,45136,622,36,Yes
101999,43,82699,6971,479,12,No
102000,39,46957,45823,480,36,No
102001,31,45464,16441,586,36,Yes
102002,21,134012,36476,774,60,No
102003,44,43649,19677,561,24,Yes
102004,27,62065,32818,822,48,No
102005,45,112661,6868,461,12,No
102006,41,54758,23055,786,24,No
102007,35,25596,6728,480,60,No
102008,21,36374,12632,768,24,No
102009,32,138686,17043,320,36,Yes
102010,27,23775,11403,574,36,No
102011,35,47388,20732,559,48,No
102012,41,143800,23526,632,12,No
102013,39,41029,14340,765,12,No
102014,49,103981,43952,415,60,Yes
102015,45,73639,27394,712,48,Yes
102016,53,134010,38021,836,12,No
102017,52,34645,9102,556,36,No
102018,55,51105,41310,467,48,No
102019,64,33668,24159,832,24,No
102020,58,147949,11212,314,48,No
102021,46,35960,36824,349,48,Yes
102022,31,146519,42405,603,12,No
102023,55,31357,16525,786,60,No
102024,28,84604,33760,715,60,No
102025,34,122739,49239,604,12,No
102026,30,71796,32457,495,12,Yes
102027,22,35804,15532,687,12,Yes
102028,29,147732,18518,754,60,No
102029,23,135733,11476,609,12,No
102030,41,34626,24743,426,24,Yes
102031,46,48132,6004,474,24,No
102032,28,27951,48054,433,36,No
102033,22,26449,42485,365,24,Yes
102034,26,39065,8271,692,48,No
102035,48,121503,5209,664,36,Yes
102036,49,125072,30463,578,24,Yes
102037,46,29130,10539,662,48,No
102038,45,109360,24977,470,24,Yes
102039,32,82287,13606,350,48,Yes
102040,25,126937,49384,627,12,Yes
102041,54,71702,39052,444,48,No
102042,57,56993,8148,573,12,No
102043,35,51875,38536,454,48,No
102044,64,135284,10607,807,48,No
102045,56,26054,24586,662,24,Yes
102046,35,119809,34250,624,48,No
102047,63,127357,23594,597,24,No
102048,43,68517,12399,793,48,No
102049,26,96368,30117,845,60,No
102050,64,49670,38126,603,36,No
102051,63,69112,38617,766,24,No
102052,41,108388,12498,538,24,No
102053,43,109156,42290,816,12,No
102054,63,48307,14628,475,60,Yes
102055,36,133087,5329,709,12,No
102056,35,87087,43619,663,60,No
102057,45,67922,12032,322,60,Yes
102058,56,83080,43034,617,48,No
102059,31,113348,42122,824,12,Yes
102060,35,99335,25622,575,36,Yes
102061,24,46312,33584,528,60,Yes
102062,41,125156,9722,407,60,Yes
102063,33,86985,22772,475,24,Yes
102064,42,140641,25569,619,48,Yes
102065,39,77608,46679,585,36,No
102066,54,109962,8235,628,60,Yes
102067,34,120963,9576,655,24,No
102068,24,60277,31707,313,12,Yes
102069,47,51551,38868,574,60,No
102070,49,109813,46632,370,24,Yes
102071,48,76597,46476,494,12,Yes
102072,55,121025,35285,822,48,No
102073,28,144342,29154,405,12,Yes
102074,36,65212,25054,495,60,No
102075,62,29637,22165,444,36,No
102076,56,63258,19439,649,12,Yes
102077,50,55693,49518,723,36,Yes
102078,38,29824,27515,770,36,No
102079,22,149553,31962,515,12,Yes
102080,33,46950,47549,392,48,Yes
102081,24,43488,42763,559,12,Yes
102082,46,147870,49754,840,24,Yes
102083,45,124544,24464,584,36,Yes
102084,50,135200,47036,783,60,No
102085,31,20215,35413,671,36,No
102086,27,125603,38270,369,60,No
102087,51,31523,47299,678,24,Yes
102088,64,95900,25269,578,24,No
102089,30,88689,36541,601,24,Yes
102090,59,43834,13009,554,12,Yes
102091,33,54474,22007,563,36,No
102092,51,63066,31462,723,60,No
102093,27,119871,16542,512,24,Yes
102094,62,30400,22434,399,24,No
102095,62,145211,34765,411,60,Yes
102096,56,30345,28769,607,36,Yes
102097,40,53896,27465,774,36,Yes
102098,24,105430,26868,847,60,No
102099,27,48899,25156,411,48,Yes
102100,21,126171,25300,386,36,Yes
102101,64,48229,18435,482,60,Yes
102102,62,137053,9114,464,60,No
102103,33,25583,41135,389,24,Yes
102104,42,24897,13095,754,60,No
102105,41,140406,42909,537,12,Yes
102106,42,91537,8951,833,24,No
102107,48,129417,26468,357,24,Yes
102108,29,24567,32073,841,36,No
102109,46,94807,39341,701,48,No
102110,29,149648,7768,818,36,No
102111,35,132652,43070,496,12,No
102112,30,97239,38979,345,24,No
102113,44,33329,30351,829,24,No
102114,62,121045,20445,696,60,No
102115,28,137708,6160,373,48,Yes
102116,44,91792,27361,715,48,Yes
102117,36,20228,12041,634,60,No
102118,46,110282,23767,595,12,No
102119,47,102214,15846,383,48,No
102120,57,57052,43644,314,24,No
102121,24,77769,24924,433,12,Yes
102122,44,66032,18882,777,36,No
102123,39,131694,19738,618,36,No
102124,56,108721,26019,691,12,No
102125,59,53686,6095,778,24,No
102126,30,96981,43669,667,36,No
102127,45,118802,45983,666,24,Yes
102128,38,83261,19123,587,60,No
102129,39,22809,33132,677,48,No
102130,56,123265,6079,762,12,No
102131,30,61785,34657,312,48,Yes
102132,53,56547,37375,835,60,No
102133,25,62818,29754,467,36,Yes
102134,55,120422,36153,569,24,Yes
102135,64,91927,23344,369,24,No
102136,54,85681,39241,617,60,Yes
102137,53,99465,42656,675,12,Yes
102138,41,109862,9979,388,48,No
102139,37,115527,6212,556,36,No
102140,42,133221,14001,516,12,No
102141,57,57333,18248,749,60,No
102142,35,146457,38187,843,60,No
102143,55,36576,20608,440,24,Yes
102144,48,139875,41427,460,36,Yes
102145,27,59405,36368,331,12,No
102146,52,114000,10283,451,24,No
102147,31,93779,30854,559,36,Yes
102148,30,51601,15715,578,48,No
102149,29,87946,21165,584,48,No
102150,34,87356,39108,841,24,No
102151,33,72116,31797,447,12,Yes
102152,45,120825,15584,366,36,Yes
102153,22,144749,19780,578,48,No
102154,55,137256,42905,742,48,Yes
102155,27,124186,26573,698,12,No
102156,41,82894,38359,427,24,Yes
102157,38,54635,5526,636,60,Yes
102158,23,27465,12855,781,36,No
102159,62,76754,48463,485,48,Yes
102160,59,117975,39060,468,60,No
102161,61,112850,34482,559,12,No
102162,31,129765,21571,806,24,No
102163,59,105119,36740,820,36,No
102164,44,112691,24142,770,12,No
102165,39,58871,30104,460,24,No
102166,24,82874,13625,588,12,No
102167,46,97733,44199,639,48,Yes
102168,58,49511,20926,801,48,No
102169,62,100960,36218,405,60,Yes
102170,52,68821,49472,774,12,No
102171,59,85776,31380,762,48,No
102172,56,138128,25566,782,24,No
102173,60,90167,38205,452,60,No
102174,57,95135,48548,448,36,Yes
102175,53,64462,34717,487,12,Yes
102176,56,81382,46756,430,48,Yes
102177,23,110194,30135,751,24,No
102178,29,123381,33164,815,12,No
102179,28,52574,13953,790,24,No
102180,53,122072,43562,775,60,Yes
102181,26,61910,8574,562,48,Yes
102182,61,93531,25169,837,48,No
102183,59,45186,26604,758,60,No
102184,24,114781,29134,835,24,No
102185,33,42813,28202,594,12,Yes
102186,22,98812,5684,734,24,No
102187,25,105525,42001,574,12,No
102188,64,98282,13007,607,60,No
102189,47,129779,40096,675,36,Yes
102190,52,38557,46787,457,12,Yes
102191,41,48060,14255,503,48,Yes
102192,28,78866,37262,374,48,Yes
102193,58,92104,23093,679,48,Yes
102194,28,120905,10782,603,24,No
102195,23,104577,6234,361,24,No
102196,64,26080,42973,407,24,Yes
102197,23,33854,39188,486,48,Yes
102198,42,142013,36996,528,12,No
102199,26,87695,34204,347,48,No
102200,22,47025,22152,567,12,No
102201,43,72982,47364,553,24,Yes
102202,64,61081,30019,386,36,Yes
102203,22,24368,24488,480,24,No
102204,58,119621,42123,324,60,Yes
102205,37,139181,24689,687,12,Yes
102206,55,47094,33506,521,36,Yes
102207,54,66040,22715,696,24,No
102208,43,86766,46029,810,36,Yes
102209,50,103053,18765,739,48,No
102210,28,43991,26942,474,12,Yes
102211,42,21301,43712,610,60,No
102212,64,48610,44894,573,48,No
102213,56,101463,43031,334,36,Yes
102214,25,54678,25478,516,24,No
102215,33,44466,27551,707,12,No
102216,49,100440,33072,818,60,No
102217,51,60875,40561,568,24,Yes
102218,36,46081,7892,774,60,No
102219,62,44354,38966,624,12,No
102220,50,113297,29395,655,36,No
102221,36,38300,23756,389,60,No
102222,32,84384,27174,341,12,Yes
102223,37,115027,39651,664,60,Yes
102224,36,141684,5797,501,24,No
102225,32,80892,13209,665,60,Yes
102226,28,55525,46003,587,24,No
102227,40,46532,26346,780,24,No
102228,23,26464,33024,800,12,No
102229,36,36562,34414,351,48,No
102230,50,127392,45818,402,60,Yes
102231,43,75514,10947,660,36,No
102232,48,133428,14617,723,24,Yes
102233,60,132564,25704,504,48,Yes
102234,25,128047,33702,313,24,Yes
102235,40,94219,6892,769,48,No
102236,60,52634,34754,765,48,No
102237,64,20060,8424,603,36,No
102238,21,29269,47218,726,48,Yes
102239,50,83143,18418,409,36,Yes
102240,41,43065,34886,814,12,No
102241,40,22895,39783,367,24,Yes
102242,26,100859,28057,545,36,No
102243,42,32352,9833,688,24,No
102244,38,130179,14894,607,60,No
102245,28,69737,46833,651,12,Yes
102246,59,124127,5565,365,60,No
102247,52,116426,45180,759,60,Yes
102248,53,52016,23402,646,48,No
102249,36,81304,47845,624,48,No
102250,32,31962,15315,332,60,No
102251,58,53302,17834,367,48,No
102252,54,105382,7314,486,24,No
102253,34,24011,42180,491,48,No
102254,56,149716,8883,512,60,Yes
102255,53,39782,49152,727,48,Yes
102256,43,87691,15051,650,48,No
102257,22,140654,45984,407,36,Yes
102258,61,142017,16695,539,36,No
102259,41,59725,28123,515,60,No
102260,22,29196,12902,476,24,Yes
102261,47,63459,22573,629,12,No
102262,29,107245,34374,749,12,Yes
102263,21,149613,17288,746,60,No
102264,31,98863,11884,836,24,No
102265,23,143206,15559,478,24,No
102266,43,139391,23125,694,24,No
102267,46,121010,8688,444,36,Yes
102268,24,52769,28869,497,60,No
102269,38,127529,43137,383,12,Yes
102270,26,145361,49706,384,24,Yes
102271,55,44700,9023,756,60,No
102272,42,135792,22100,775,12,Yes
102273,63,100356,41735,552,36,No
102274,35,96427,12423,371,48,No
102275,42,120165,44218,522,12,Yes
102276,57,25269,17213,575,12,No
102277,62,141631,40983,545,12,Yes
102278,32,63880,38158,640,48,No
102279,62,134003,33460,770,24,No
102280,58,28320,36017,753,48,Yes
102281,38,69589,38000,306,12,Yes
102282,55,139534,31502,487,36,Yes
102283,50,96276,35990,303,12,No
102284,44,55897,24515,424,36,Yes
102285,62,78565,34991,314,60,Yes
102286,50,50930,12634,824,36,No
102287,34,77233,16498,539,12,No
102288,26,102821,15916,659,48,No
102289,23,34380,34377,817,12,No
102290,36,96896,38001,619,12,No
102291,27,90934,6391,530,60,No
102292,34,75830,48852,329,24,Yes
102293,29,25529,47215,833,12,No
102294,35,141292,19184,455,60,Yes
102295,41,114598,32114,698,48,Yes
102296,55,122222,16882,645,60,No
102297,22,102987,22273,494,60,Yes
102298,47,69178,45670,467,36,No
102299,22,26937,22129,676,24,Yes
102300,55,141952,47679,788,24,Yes
102301,38,59886,5427,661,48,No
102302,34,69699,36416,781,60,No
102303,40,96396,5731,543,48,No
102304,38,110678,5799,470,48,No
102305,30,45279,33873,812,24,Yes
102306,45,58106,12025,705,24,No
102307,22,130776,19481,506,24,Yes
102308,45,121444,30411,453,12,No
102309,53,126300,36358,347,60,Yes
102310,56,133793,45392,300,48,Yes
102311,51,136278,19961,706,60,No
102312,34,99737,26767,406,48,Yes
102313,21,60544,46000,472,48,No
102314,36,123247,41135,805,48,Yes
102315,23,131190,26392,429,48,Yes
102316,55,28997,18262,697,36,No
102317,61,126102,10229,593,36,Yes
102318,26,105711,28772,746,12,Yes
102319,45,136045,23799,315,24,Yes
102320,33,60860,28555,648,48,No
102321,54,23225,31616,502,60,Yes
102322,28,130114,24333,433,36,No
102323,41,79470,9261,825,24,No
102324,54,133218,8466,807,12,No
102325,24,148854,8088,365,24,No
102326,45,120764,6115,779,48,No
102327,35,127041,9578,758,24,No
102328,24,132224,7590,641,48,No
102329,32,83656,12372,458,36,Yes
102330,52,71880,8573,460,36,No
102331,52,81078,7978,553,48,No
102332,48,108646,48407,826,60,No
102333,33,96290,14422,848,36,Yes
102334,51,76633,48626,454,60,Yes
102335,34,46655,28697,785,48,No
102336,40,141118,35820,731,48,No
102337,38,63601,42743,326,36,Yes
102338,49,23114,9925,311,60,No
102339,26,46502,34430,366,48,Yes
102340,52,69768,33834,841,36,No
102341,49,68128,29435,395,48,No
102342,63,40028,26676,514,24,Yes
